"","Area","Element","Item","Value"
"5435","WESTERN EUROPE","Import Quantity","Paper",44866
"5436","WESTERN EUROPE","Export Quantity","Paper",12471
"5437","WESTERN EUROPE","Production","Paper",60000
"5438","WESTERN EUROPE","Import Quantity","Paper",226672
"5439","WESTERN EUROPE","Export Quantity","Paper",22082
"5441","WESTERN EUROPE","Import Quantity","Paper",4980
"5442","WESTERN EUROPE","Export Quantity","Paper",229
"5443","WESTERN EUROPE","Production","Paper",60000
"5444","WESTERN EUROPE","Import Quantity","Paper",178582
"5445","WESTERN EUROPE","Export Quantity","Paper",19086
"5446","WESTERN EUROPE","Production","Case materials",45000
"5447","WESTERN EUROPE","Import Quantity","Case materials",74031
"5448","WESTERN EUROPE","Export Quantity","Case materials",7016
"5450","WESTERN EUROPE","Import Quantity","Cartonboard",29869
"5451","WESTERN EUROPE","Export Quantity","Cartonboard",1144
"5452","WESTERN EUROPE","Production","Paper",15000
"5453","WESTERN EUROPE","Import Quantity","Paper",33079
"5454","WESTERN EUROPE","Export Quantity","Paper",10863
"5456","WESTERN EUROPE","Import Quantity","Paper",41603
"5457","WESTERN EUROPE","Export Quantity","Paper",63
"5459","WESTERN EUROPE","Import Quantity","Paper",43110
"5460","WESTERN EUROPE","Export Quantity","Paper",2767
"5461","WESTERN EUROPE","Production","Wood fuel",1180000
"5462","WESTERN EUROPE","Production","Wood fuel",9659000
"5463","WESTERN EUROPE","Import Quantity","Wood fuel",1304567
"5464","WESTERN EUROPE","Export Quantity","Wood fuel",23163
"5465","WESTERN EUROPE","Import Quantity","Roundwood",1238270
"5466","WESTERN EUROPE","Export Quantity","Roundwood",153157
"5467","WESTERN EUROPE","Import Quantity","Roundwood",20614
"5468","WESTERN EUROPE","Export Quantity","Roundwood",19200
"5469","WESTERN EUROPE","Import Quantity","Roundwood",1503616
"5470","WESTERN EUROPE","Export Quantity","Roundwood",10294
"5471","WESTERN EUROPE","Production","Sawlogs and veneer logs",731000
"5472","WESTERN EUROPE","Production","Sawlogs and veneer logs",389000
"5473","WESTERN EUROPE","Production","Pulpwood",334000
"5474","WESTERN EUROPE","Production","Pulpwood",348000
"5475","WESTERN EUROPE","Production","Roundwood",253000
"5476","WESTERN EUROPE","Production","Roundwood",34000
"5477","WESTERN EUROPE","Production","Wood fuel",10000
"5478","WESTERN EUROPE","Import Quantity","Wood fuel",60827
"5479","WESTERN EUROPE","Export Quantity","Wood fuel",654
"5480","WESTERN EUROPE","Production","Wood chips and particles",5280000
"5481","WESTERN EUROPE","Import Quantity","Wood chips and particles",438721
"5482","WESTERN EUROPE","Export Quantity","Wood chips and particles",3889
"5484","WESTERN EUROPE","Import Quantity","Wood residues",334622
"5485","WESTERN EUROPE","Export Quantity","Wood residues",27018
"5486","WESTERN EUROPE","Production","Wood fuel",4e+05
"5487","WESTERN EUROPE","Import Quantity","Wood fuel",1663820
"5488","WESTERN EUROPE","Export Quantity","Wood fuel",13732
"5489","WESTERN EUROPE","Production","Other agglomerates",60000
"5490","WESTERN EUROPE","Import Quantity","Other agglomerates",35916
"5491","WESTERN EUROPE","Export Quantity","Other agglomerates",26829
"5492","WESTERN EUROPE","Production","Sawnwood",950000
"5493","WESTERN EUROPE","Import Quantity","Sawnwood",3980716
"5494","WESTERN EUROPE","Export Quantity","Sawnwood",153000
"5495","WESTERN EUROPE","Production","Sawnwood",550000
"5496","WESTERN EUROPE","Import Quantity","Sawnwood",752000
"5497","WESTERN EUROPE","Export Quantity","Sawnwood",249000
"5498","WESTERN EUROPE","Production","Veneer sheets",207000
"5499","WESTERN EUROPE","Import Quantity","Veneer sheets",165000
"5500","WESTERN EUROPE","Export Quantity","Veneer sheets",30000
"5501","WESTERN EUROPE","Production","Plywood",280000
"5502","WESTERN EUROPE","Import Quantity","Plywood",470000
"5503","WESTERN EUROPE","Export Quantity","Plywood",252000
"5504","WESTERN EUROPE","Production","Particle board",2550000
"5505","WESTERN EUROPE","Import Quantity","Particle board",1344000
"5506","WESTERN EUROPE","Export Quantity","Particle board",342000
"5507","WESTERN EUROPE","Production","OSB",50000
"5508","WESTERN EUROPE","Import Quantity","OSB",166000
"5509","WESTERN EUROPE","Export Quantity","OSB",54000
"5511","WESTERN EUROPE","Import Quantity","Hardboard",91000
"5512","WESTERN EUROPE","Export Quantity","Hardboard",13000
"5513","WESTERN EUROPE","Production","MDF/HDF",930000
"5514","WESTERN EUROPE","Import Quantity","MDF/HDF",560786
"5515","WESTERN EUROPE","Export Quantity","MDF/HDF",246000
"5517","WESTERN EUROPE","Import Quantity","Other fibreboard",229000
"5518","WESTERN EUROPE","Export Quantity","Other fibreboard",8000
"5519","WESTERN EUROPE","Production","Wood pulp",280471
"5520","WESTERN EUROPE","Import Quantity","Wood pulp",20155
"5521","WESTERN EUROPE","Export Quantity","Wood pulp",541
"5522","WESTERN EUROPE","Production","Wood pulp",88615
"5523","WESTERN EUROPE","Import Quantity","Wood pulp",107862
"5524","WESTERN EUROPE","Export Quantity","Wood pulp",27959
"5525","WESTERN EUROPE","Production","Wood pulp",22924
"5526","WESTERN EUROPE","Import Quantity","Wood pulp",3288927
"5527","WESTERN EUROPE","Export Quantity","Wood pulp",56121
"5529","WESTERN EUROPE","Import Quantity","Wood pulp",11057
"5530","WESTERN EUROPE","Export Quantity","Wood pulp",27
"5532","WESTERN EUROPE","Import Quantity","Wood pulp",3260369
"5533","WESTERN EUROPE","Export Quantity","Wood pulp",55972
"5534","WESTERN EUROPE","Production","Wood pulp",13768
"5535","WESTERN EUROPE","Import Quantity","Wood pulp",336
"5536","WESTERN EUROPE","Export Quantity","Wood pulp",4
"5537","WESTERN EUROPE","Production","Wood pulp",9156
"5538","WESTERN EUROPE","Import Quantity","Wood pulp",17165
"5539","WESTERN EUROPE","Export Quantity","Wood pulp",118
"5541","WESTERN EUROPE","Import Quantity","Wood pulp",1013
"5542","WESTERN EUROPE","Export Quantity","Wood pulp",149
"5543","WESTERN EUROPE","Production","Pulp from fibres other than wood",202890
"5544","WESTERN EUROPE","Import Quantity","Pulp from fibres other than wood",13531
"5545","WESTERN EUROPE","Export Quantity","Pulp from fibres other than wood",5972
"5546","WESTERN EUROPE","Production","Paper",6479000
"5547","WESTERN EUROPE","Import Quantity","Paper",347702
"5548","WESTERN EUROPE","Export Quantity","Paper",1939948
"5550","WESTERN EUROPE","Import Quantity","Newsprint",556982
"5551","WESTERN EUROPE","Export Quantity","Newsprint",2179
"5552","WESTERN EUROPE","Production","Paper",2593000
"5553","WESTERN EUROPE","Import Quantity","Paper",1398724
"5554","WESTERN EUROPE","Export Quantity","Paper",1549463
"5555","WESTERN EUROPE","Production","Paper",60000
"5556","WESTERN EUROPE","Import Quantity","Paper",304532
"5557","WESTERN EUROPE","Export Quantity","Paper",20887
"5558","WESTERN EUROPE","Production","Paper",515000
"5559","WESTERN EUROPE","Import Quantity","Paper",484346
"5560","WESTERN EUROPE","Export Quantity","Paper",221547
"5561","WESTERN EUROPE","Production","Paper",2018000
"5562","WESTERN EUROPE","Import Quantity","Paper",609846
"5563","WESTERN EUROPE","Export Quantity","Paper",1307029
"5564","WESTERN EUROPE","Production","Paper",6295000
"5565","WESTERN EUROPE","Import Quantity","Paper",3088853
"5566","WESTERN EUROPE","Export Quantity","Paper",1835159
"5567","WESTERN EUROPE","Production","Paper",1481000
"5568","WESTERN EUROPE","Import Quantity","Paper",34487
"5569","WESTERN EUROPE","Export Quantity","Paper",311728
"5570","WESTERN EUROPE","Production","Paper",4374000
"5571","WESTERN EUROPE","Import Quantity","Paper",2986761
"5572","WESTERN EUROPE","Export Quantity","Paper",1512428
"5573","WESTERN EUROPE","Production","Case materials",2362000
"5574","WESTERN EUROPE","Import Quantity","Case materials",1754093
"5575","WESTERN EUROPE","Export Quantity","Case materials",247203
"5576","WESTERN EUROPE","Production","Cartonboard",699546
"5577","WESTERN EUROPE","Import Quantity","Cartonboard",706134
"5578","WESTERN EUROPE","Export Quantity","Cartonboard",463022
"5579","WESTERN EUROPE","Production","Paper",253000
"5580","WESTERN EUROPE","Import Quantity","Paper",508651
"5581","WESTERN EUROPE","Export Quantity","Paper",406213
"5582","WESTERN EUROPE","Production","Paper",1059454
"5583","WESTERN EUROPE","Import Quantity","Paper",17883
"5584","WESTERN EUROPE","Export Quantity","Paper",395990
"5585","WESTERN EUROPE","Production","Paper",440000
"5586","WESTERN EUROPE","Import Quantity","Paper",67605
"5587","WESTERN EUROPE","Export Quantity","Paper",11003
"5589","LATIN AMER. & CARIB","Production","Wood fuel",519740
"5590","LATIN AMER. & CARIB","Import Quantity","Wood fuel",1
"5591","LATIN AMER. & CARIB","Export Quantity","Wood fuel",85
"5592","LATIN AMER. & CARIB","Import Quantity","Roundwood",21304
"5593","LATIN AMER. & CARIB","Export Quantity","Roundwood",66
"5594","LATIN AMER. & CARIB","Import Quantity","Roundwood",15
"5595","LATIN AMER. & CARIB","Export Quantity","Roundwood",22
"5596","LATIN AMER. & CARIB","Import Quantity","Roundwood",871
"5597","LATIN AMER. & CARIB","Export Quantity","Roundwood",44
"5598","LATIN AMER. & CARIB","Production","Sawlogs and veneer logs",115
"5599","LATIN AMER. & CARIB","Production","Sawlogs and veneer logs",275
"5600","LATIN AMER. & CARIB","Production","Roundwood",151000
"5601","LATIN AMER. & CARIB","Production","Wood fuel",10500
"5602","LATIN AMER. & CARIB","Import Quantity","Wood fuel",6
"5603","LATIN AMER. & CARIB","Export Quantity","Wood fuel",8
"5604","LATIN AMER. & CARIB","Import Quantity","Wood chips and particles",122
"5605","LATIN AMER. & CARIB","Export Quantity","Wood chips and particles",1
"5606","LATIN AMER. & CARIB","Import Quantity","Wood residues",11
"5608","LATIN AMER. & CARIB","Import Quantity","Wood fuel",36
"5609","LATIN AMER. & CARIB","Export Quantity","Wood fuel",1
"5610","LATIN AMER. & CARIB","Production","Sawnwood",3200
"5611","LATIN AMER. & CARIB","Import Quantity","Sawnwood",59730
"5612","LATIN AMER. & CARIB","Export Quantity","Sawnwood",31
"5613","LATIN AMER. & CARIB","Production","Sawnwood",63000
"5614","LATIN AMER. & CARIB","Import Quantity","Sawnwood",2022
"5615","LATIN AMER. & CARIB","Export Quantity","Sawnwood",17
"5616","LATIN AMER. & CARIB","Import Quantity","Veneer sheets",138
"5617","LATIN AMER. & CARIB","Export Quantity","Veneer sheets",70
"5618","LATIN AMER. & CARIB","Import Quantity","Plywood",25605
"5619","LATIN AMER. & CARIB","Export Quantity","Plywood",14
"5621","LATIN AMER. & CARIB","Import Quantity","Particle board",323
"5625","LATIN AMER. & CARIB","Import Quantity","Hardboard",2078
"5626","LATIN AMER. & CARIB","Import Quantity","MDF/HDF",558
"5627","LATIN AMER. & CARIB","Export Quantity","MDF/HDF",7
"5628","LATIN AMER. & CARIB","Import Quantity","Other fibreboard",1213
"5631","LATIN AMER. & CARIB","Export Quantity","Wood pulp",57
"5632","LATIN AMER. & CARIB","Import Quantity","Wood pulp",21
"5634","LATIN AMER. & CARIB","Import Quantity","Wood pulp",21
"5637","LATIN AMER. & CARIB","Export Quantity","Pulp from fibres other than wood",50
"5638","LATIN AMER. & CARIB","Production","Paper",10000
"5639","LATIN AMER. & CARIB","Import Quantity","Paper",280
"5640","LATIN AMER. & CARIB","Export Quantity","Paper",10302
"5641","LATIN AMER. & CARIB","Import Quantity","Newsprint",3845
"5642","LATIN AMER. & CARIB","Export Quantity","Newsprint",15
"5643","LATIN AMER. & CARIB","Import Quantity","Paper",10212
"5644","LATIN AMER. & CARIB","Export Quantity","Paper",118
"5645","LATIN AMER. & CARIB","Import Quantity","Paper",2825
"5646","LATIN AMER. & CARIB","Export Quantity","Paper",5
"5647","LATIN AMER. & CARIB","Import Quantity","Paper",3130
"5648","LATIN AMER. & CARIB","Export Quantity","Paper",111
"5649","LATIN AMER. & CARIB","Import Quantity","Paper",4257
"5650","LATIN AMER. & CARIB","Export Quantity","Paper",2
"5652","LATIN AMER. & CARIB","Import Quantity","Paper",20774
"5653","LATIN AMER. & CARIB","Export Quantity","Paper",140
"5655","LATIN AMER. & CARIB","Import Quantity","Paper",6083
"5656","LATIN AMER. & CARIB","Export Quantity","Paper",2
"5658","LATIN AMER. & CARIB","Import Quantity","Paper",13986
"5659","LATIN AMER. & CARIB","Export Quantity","Paper",125
"5660","LATIN AMER. & CARIB","Import Quantity","Case materials",7584
"5661","LATIN AMER. & CARIB","Export Quantity","Case materials",21
"5662","LATIN AMER. & CARIB","Import Quantity","Cartonboard",2768
"5663","LATIN AMER. & CARIB","Export Quantity","Cartonboard",102
"5664","LATIN AMER. & CARIB","Import Quantity","Paper",3626
"5665","LATIN AMER. & CARIB","Export Quantity","Paper",2
"5666","LATIN AMER. & CARIB","Import Quantity","Paper",8
"5668","LATIN AMER. & CARIB","Import Quantity","Paper",705
"5669","LATIN AMER. & CARIB","Export Quantity","Paper",13
"5671","NEAR EAST","Production","Wood fuel",349629
"5672","NEAR EAST","Import Quantity","Wood fuel",371
"5673","NEAR EAST","Export Quantity","Wood fuel",60
"5674","NEAR EAST","Import Quantity","Roundwood",337
"5677","NEAR EAST","Export Quantity","Roundwood",137
"5678","NEAR EAST","Import Quantity","Roundwood",95
"5679","NEAR EAST","Export Quantity","Roundwood",5
"5680","NEAR EAST","Production","Roundwood",4000
"5681","NEAR EAST","Production","Wood fuel",46778
"5682","NEAR EAST","Import Quantity","Wood fuel",12336
"5683","NEAR EAST","Export Quantity","Wood fuel",119
"5684","NEAR EAST","Import Quantity","Wood chips and particles",27
"5685","NEAR EAST","Export Quantity","Wood chips and particles",18
"5686","NEAR EAST","Import Quantity","Wood residues",1332
"5687","NEAR EAST","Export Quantity","Wood residues",32
"5688","NEAR EAST","Import Quantity","Wood fuel",18
"5689","NEAR EAST","Import Quantity","Sawnwood",90714
"5690","NEAR EAST","Export Quantity","Sawnwood",189
"5691","NEAR EAST","Import Quantity","Sawnwood",40758
"5692","NEAR EAST","Export Quantity","Sawnwood",846
"5693","NEAR EAST","Import Quantity","Veneer sheets",275
"5694","NEAR EAST","Export Quantity","Veneer sheets",10
"5695","NEAR EAST","Import Quantity","Plywood",50145
"5696","NEAR EAST","Export Quantity","Plywood",804
"5697","NEAR EAST","Import Quantity","Particle board",1133
"5698","NEAR EAST","Export Quantity","Particle board",82
"5699","NEAR EAST","Import Quantity","OSB",27
"5701","NEAR EAST","Import Quantity","Hardboard",52704
"5702","NEAR EAST","Export Quantity","Hardboard",6
"5703","NEAR EAST","Import Quantity","MDF/HDF",8753
"5704","NEAR EAST","Export Quantity","MDF/HDF",35
"5705","NEAR EAST","Import Quantity","Other fibreboard",324
"5706","NEAR EAST","Export Quantity","Other fibreboard",18
"5708","NEAR EAST","Export Quantity","Wood pulp",4
"5709","NEAR EAST","Import Quantity","Wood pulp",25014
"5710","NEAR EAST","Import Quantity","Wood pulp",96321
"5711","NEAR EAST","Export Quantity","Wood pulp",273
"5713","NEAR EAST","Import Quantity","Wood pulp",41133
"5714","NEAR EAST","Export Quantity","Wood pulp",180
"5715","NEAR EAST","Export Quantity","Wood pulp",75
"5716","NEAR EAST","Import Quantity","Wood pulp",55188
"5717","NEAR EAST","Export Quantity","Wood pulp",18
"5719","NEAR EAST","Production","Pulp from fibres other than wood",8000
"5720","NEAR EAST","Import Quantity","Pulp from fibres other than wood",347
"5721","NEAR EAST","Export Quantity","Pulp from fibres other than wood",7
"5722","NEAR EAST","Production","Paper",70000
"5723","NEAR EAST","Import Quantity","Paper",25
"5724","NEAR EAST","Export Quantity","Paper",79931
"5725","NEAR EAST","Import Quantity","Newsprint",12825
"5726","NEAR EAST","Export Quantity","Newsprint",20
"5727","NEAR EAST","Production","Paper",3200
"5728","NEAR EAST","Import Quantity","Paper",60154
"5729","NEAR EAST","Export Quantity","Paper",910
"5730","NEAR EAST","Import Quantity","Paper",279
"5731","NEAR EAST","Export Quantity","Paper",527
"5732","NEAR EAST","Production","Paper",2900
"5733","NEAR EAST","Import Quantity","Paper",42195
"5734","NEAR EAST","Export Quantity","Paper",273
"5735","NEAR EAST","Production","Paper",300
"5736","NEAR EAST","Import Quantity","Paper",17680
"5737","NEAR EAST","Export Quantity","Paper",110
"5738","NEAR EAST","Production","Paper",50800
"5739","NEAR EAST","Import Quantity","Paper",156852
"5740","NEAR EAST","Export Quantity","Paper",55906
"5741","NEAR EAST","Production","Paper",47000
"5742","NEAR EAST","Import Quantity","Paper",13137
"5743","NEAR EAST","Export Quantity","Paper",53939
"5744","NEAR EAST","Production","Paper",2700
"5745","NEAR EAST","Import Quantity","Paper",136141
"5746","NEAR EAST","Export Quantity","Paper",1314
"5747","NEAR EAST","Production","Case materials",300
"5748","NEAR EAST","Import Quantity","Case materials",23707
"5749","NEAR EAST","Export Quantity","Case materials",220
"5750","NEAR EAST","Production","Cartonboard",300
"5751","NEAR EAST","Import Quantity","Cartonboard",75170
"5752","NEAR EAST","Export Quantity","Cartonboard",314
"5753","NEAR EAST","Production","Paper",2100
"5754","NEAR EAST","Import Quantity","Paper",36824
"5755","NEAR EAST","Export Quantity","Paper",748
"5757","NEAR EAST","Import Quantity","Paper",440
"5758","NEAR EAST","Export Quantity","Paper",32
"5759","NEAR EAST","Production","Paper",1100
"5760","NEAR EAST","Import Quantity","Paper",7574
"5761","NEAR EAST","Export Quantity","Paper",653
"5762","C.W. OF IND. STATES","Production","Wood fuel",86043
"5763","C.W. OF IND. STATES","Production","Wood fuel",154957
"5764","C.W. OF IND. STATES","Import Quantity","Wood fuel",7860
"5766","C.W. OF IND. STATES","Import Quantity","Roundwood",122238
"5768","C.W. OF IND. STATES","Import Quantity","Roundwood",7124
"5776","C.W. OF IND. STATES","Production","Roundwood",42000
"5777","C.W. OF IND. STATES","Production","Roundwood",57000
"5778","C.W. OF IND. STATES","Production","Wood fuel",480
"5779","C.W. OF IND. STATES","Import Quantity","Wood fuel",3155
"5780","C.W. OF IND. STATES","Export Quantity","Wood fuel",71
"5781","C.W. OF IND. STATES","Production","Wood chips and particles",5510
"5782","C.W. OF IND. STATES","Import Quantity","Wood chips and particles",1536
"5784","C.W. OF IND. STATES","Production","Wood residues",20
"5785","C.W. OF IND. STATES","Import Quantity","Wood residues",513
"5788","C.W. OF IND. STATES","Import Quantity","Wood fuel",179
"5791","C.W. OF IND. STATES","Import Quantity","Other agglomerates",342
"5793","C.W. OF IND. STATES","Production","Sawnwood",211000
"5794","C.W. OF IND. STATES","Import Quantity","Sawnwood",316082
"5795","C.W. OF IND. STATES","Export Quantity","Sawnwood",138
"5796","C.W. OF IND. STATES","Production","Sawnwood",21000
"5797","C.W. OF IND. STATES","Import Quantity","Sawnwood",22181
"5800","C.W. OF IND. STATES","Import Quantity","Veneer sheets",1910
